Student_ID,Item_0,Item_1,Item_2,Item_3,Item_4,Item_5,Item_6,Item_7,Item_8,Item_9,Item_10,Item_11,Item_12,Item_13,Item_14,Item_15,Item_16,Item_17,Item_18,Item_19,Item_20,Item_21,Item_22,Item_23,Item_24,Item_25
0,0.9998546838760376,0.999997615814209,0.9999691247940063,0.9999375343322754,0.9999908208847046,0.9993293285369873,0.9991714954376221,0.9998824596405029,0.9998315572738647,0.9999979734420776,0.9999390840530396,0.9998618364334106,0.9999889135360718,0.9998626708984375,0.9998528957366943,0.999955415725708,0.9993208646774292,0.9999798536300659,0.999674916267395,0.9948603510856628,0.9992783665657043,0.9999282360076904,0.9999637603759766,0.9999585151672363,0.9999632835388184,0.9999935626983643
1,0.8415603637695312,0.9937739372253418,0.9514611959457397,0.9199673533439636,0.979300320148468,0.6841353178024292,0.6417511105537415,0.9263164401054382,0.8038262724876404,0.9949525594711304,0.9088348150253296,0.8646184802055359,0.9799696803092957,0.8197106122970581,0.8753643035888672,0.9648504853248596,0.686549723148346,0.9689505696296692,0.7828792929649353,0.5273044109344482,0.6808478236198425,0.9302414059638977,0.9349620938301086,0.9225823879241943,0.951399028301239,0.9885647892951965
2,0.9655651450157166,0.9995718598365784,0.9950075149536133,0.9866763353347778,0.9982636570930481,0.9029822945594788,0.8915047645568848,0.9826822280883789,0.9524668455123901,0.9994997978210449,0.9889045357704163,0.9803520441055298,0.9984748959541321,0.9610331058502197,0.9845772385597229,0.9951997995376587,0.8824575543403625,0.9964432120323181,0.9499961733818054,0.6538062691688538,0.8975450992584229,0.9894457459449768,0.991477906703949,0.9868272542953491,0.9923837780952454,0.9986322522163391
3,0.9818375706672668,0.9996935129165649,0.9969282746315002,0.9911608695983887,0.9988853335380554,0.9497525691986084,0.9367977380752563,0.9908623695373535,0.982069194316864,0.9997441172599792,0.9942482709884644,0.9886283874511719,0.9987601041793823,0.9834601283073425,0.9873665571212769,0.9969876408576965,0.9464575052261353,0.998124897480011,0.9699109792709351,0.7958165407180786,0.950851321220398,0.993543267250061,0.9964234232902527,0.9950408339500427,0.9972088932991028,0.9993138313293457
4,0.7381272912025452,0.9902337789535522,0.9095813035964966,0.8642578721046448,0.959618866443634,0.5765859484672546,0.5793895125389099,0.8408705592155457,0.6944427490234375,0.9883145093917847,0.8391016125679016,0.7832666635513306,0.964944064617157,0.7122693061828613,0.8760927319526672,0.9192876219749451,0.6844490766525269,0.9194895625114441,0.7471343278884888,0.26210659742355347,0.5752098560333252,0.8683607578277588,0.8623796105384827,0.8581064343452454,0.8908651471138,0.9694050550460815
5,0.7138356566429138,0.9349868893623352,0.7639517188072205,0.8053496479988098,0.8623751997947693,0.5251860022544861,0.5251860022544861,0.760364830493927,0.5251860022544861,0.936486542224884,0.6959134936332703,0.6152666807174683,0.867143452167511,0.6154460906982422,0.7350308299064636,0.8499002456665039,0.6745806932449341,0.7556082010269165,0.6667780876159668,0.5017132759094238,0.5251860022544861,0.7289663553237915,0.7233975529670715,0.8035991787910461,0.8034224510192871,0.9061216711997986
6,0.9724889397621155,0.9997312426567078,0.9965309500694275,0.9900017976760864,0.9986305236816406,0.9364897608757019,0.9229099154472351,0.9880940318107605,0.9705857634544373,0.999647855758667,0.9926701784133911,0.9858123064041138,0.9985849857330322,0.9712174534797668,0.9878355860710144,0.9961482286453247,0.906146228313446,0.9970366954803467,0.9580245018005371,0.37601402401924133,0.9240016341209412,0.9904510378837585,0.9933984279632568,0.9918498992919922,0.9955356121063232,0.9992184638977051
7,0.9484056234359741,0.9992875456809998,0.9897860288619995,0.9779396653175354,0.9964510202407837,0.8023728728294373,0.8102434873580933,0.97557133436203,0.9251642823219299,0.9991599321365356,0.9805112481117249,0.964961051940918,0.9967635869979858,0.9541094899177551,0.9725468158721924,0.9922544956207275,0.903904378414154,0.991885781288147,0.9526016116142273,0.6610185503959656,0.8388282656669617,0.9795569181442261,0.9875392913818359,0.9859371781349182,0.9879898428916931,0.9979116320610046
8,0.8834150433540344,0.9970121383666992,0.9794189929962158,0.9278738498687744,0.9874722957611084,0.8067833185195923,0.7375925183296204,0.9552287459373474,0.8462268710136414,0.9965026378631592,0.9529363512992859,0.8939399123191833,0.987761378288269,0.8467527031898499,0.8780437707901001,0.9830676913261414,0.6927752494812012,0.9758047461509705,0.7885201573371887,0.12787428498268127,0.7256495356559753,0.93580162525177,0.9585400819778442,0.9540231227874756,0.9806519746780396,0.9945057034492493
9,0.9981001019477844,0.9999628067016602,0.999497652053833,0.999207079410553,0.9998589754104614,0.989274799823761,0.9876156449317932,0.998660683631897,0.9974130988121033,0.9999717473983765,0.9991117119789124,0.9983140230178833,0.9998469352722168,0.9979838132858276,0.9983505010604858,0.9994632601737976,0.9921361207962036,0.9997182488441467,0.9964711666107178,0.9305785298347473,0.9872746467590332,0.9989864230155945,0.9995540976524353,0.9995125532150269,0.99953293800354,0.9999171495437622
10,0.9949421286582947,0.9999352693557739,0.9991912245750427,0.9975789189338684,0.9997363686561584,0.9790295362472534,0.9707379937171936,0.9978437423706055,0.9935612678527832,0.9999352693557739,0.9983527660369873,0.99623703956604,0.9997350573539734,0.9936946034431458,0.9960599541664124,0.9993466734886169,0.9778403639793396,0.9989891648292542,0.9884054660797119,0.8827469944953918,0.9711214303970337,0.9975773692131042,0.9988365769386292,0.9986082911491394,0.9991377592086792,0.9998354911804199
11,0.691818356513977,0.937377393245697,0.6645370721817017,0.825505793094635,0.849328875541687,0.43080201745033264,0.5232904553413391,0.5803130865097046,0.5205785036087036,0.9608957171440125,0.5330801606178284,0.5497543215751648,0.8356096148490906,0.46089404821395874,0.6352524757385254,0.5251860022544861,0.05749419331550598,0.5625510811805725,0.5198342800140381,0.03786933794617653,0.5251643061637878,0.55533367395401,0.6258291006088257,0.3109537959098816,0.6153918504714966,0.8527485132217407
12,0.9997133612632751,0.999996542930603,0.9999610185623169,0.999861478805542,0.9999855756759644,0.9991242289543152,0.9988873600959778,0.9998437166213989,0.9997190833091736,0.9999964237213135,0.9999209642410278,0.9998157620429993,0.9999843835830688,0.9997643828392029,0.9998181462287903,0.999951958656311,0.9989789724349976,0.9999738931655884,0.9994527697563171,0.9905140399932861,0.9991393089294434,0.9998962879180908,0.9999459981918335,0.9999269247055054,0.9999552965164185,0.9999903440475464
13,0.8804550766944885,0.9980656504631042,0.97962486743927,0.9470270276069641,0.9905266761779785,0.7569556832313538,0.7324346303939819,0.9417372941970825,0.8741036057472229,0.9980596899986267,0.9614242315292358,0.9297713041305542,0.9916313290596008,0.8876885771751404,0.9341166019439697,0.9790167212486267,0.7873226404190063,0.986223042011261,0.8592994809150696,0.18427515029907227,0.7088883519172668,0.9488049745559692,0.9702513813972473,0.9668444395065308,0.9771344065666199,0.9949829578399658
14,0.8827579617500305,0.9962149262428284,0.9602557420730591,0.9594957828521729,0.9880267381668091,0.5704349279403687,0.5967196822166443,0.8679859042167664,0.623665988445282,0.9962761402130127,0.8675574064254761,0.8751934170722961,0.9888054132461548,0.7090564966201782,0.9419651031494141,0.9155230522155762,0.6634300351142883,0.9030119180679321,0.8442005515098572,0.5048065781593323,0.5778185725212097,0.9136634469032288,0.9166723489761353,0.8709959983825684,0.9210594892501831,0.9875267148017883
15,0.9996434450149536,0.9999954700469971,0.9999469518661499,0.9998090863227844,0.9999815225601196,0.9988852143287659,0.998630702495575,0.9998074173927307,0.9996107220649719,0.9999958276748657,0.999897837638855,0.9997710585594177,0.9999798536300659,0.9996587038040161,0.9997454285621643,0.9999395608901978,0.9985284805297852,0.9999654293060303,0.9992676377296448,0.9902944564819336,0.9989262223243713,0.9998811483383179,0.9999300241470337,0.9998922348022461,0.999943733215332,0.9999886751174927
16,0.6062948107719421,0.7525998950004578,0.5661752820014954,0.7251328229904175,0.7831089496612549,0.3380928337574005,0.5205643177032471,0.5251860022544861,0.31078359484672546,0.8006686568260193,0.30597031116485596,0.5329901576042175,0.6998701691627502,0.3463934361934662,0.5337871313095093,0.5251860022544861,0.07795049250125885,0.37403643131256104,0.5143877863883972,0.07973532378673553,0.5166570544242859,0.5304684638977051,0.5263594388961792,0.09579341113567352,0.5251860022544861,0.5529071688652039
17,0.05047927051782608,0.8907464146614075,0.6434819102287292,0.7317663431167603,0.7638508081436157,0.4184970557689667,0.4935528039932251,0.5290362238883972,0.22410652041435242,0.9122939705848694,0.4498157203197479,0.5664900541305542,0.643992006778717,0.02986592799425125,0.2901524305343628,0.549948513507843,0.009583759121596813,0.18926426768302917,0.2708350121974945,0.014338964596390724,0.546998143196106,0.5543793439865112,0.22724422812461853,0.009275577962398529,0.5814333558082581,0.5501657128334045
