Student_ID,Item_0,Item_1,Item_2,Item_3,Item_4,Item_5,Item_6,Item_7,Item_8,Item_9,Item_10,Item_11,Item_12,Item_13,Item_14,Item_15,Item_16,Item_17,Item_18,Item_19,Item_20,Item_21,Item_22,Item_23,Item_24,Item_25
0,0.9997755885124207,0.9999945163726807,0.999908447265625,0.9998225569725037,0.9998856782913208,0.9987871050834656,0.9976847171783447,0.9999305009841919,0.9993095397949219,0.9999891519546509,0.9997932314872742,0.9994791150093079,0.9999580383300781,0.9996840953826904,0.999337375164032,0.9999648332595825,0.996640682220459,0.9999123811721802,0.9984503984451294,0.9754502773284912,0.9974173307418823,0.9994814991950989,0.9998003840446472,0.9999580383300781,0.9999654293060303,0.999982476234436
1,0.9054808020591736,0.9949460625648499,0.9731395840644836,0.9667288661003113,0.9911466240882874,0.8824398517608643,0.7951990962028503,0.9457013010978699,0.8464682698249817,0.9913762211799622,0.9054419994354248,0.8567126989364624,0.98386150598526,0.8602190017700195,0.8493673205375671,0.9607977867126465,0.8211060166358948,0.9569524526596069,0.8443487882614136,0.6092661619186401,0.8005175590515137,0.8734460473060608,0.947432816028595,0.94278883934021,0.958450198173523,0.9781584739685059
2,0.9787801504135132,0.9991348385810852,0.9958475232124329,0.9859360456466675,0.9972086548805237,0.8309235572814941,0.9224652051925659,0.9780866503715515,0.8984888195991516,0.9982038736343384,0.9432406425476074,0.9375722408294678,0.9890762567520142,0.9249950647354126,0.976984441280365,0.9891007542610168,0.8743823170661926,0.9645345211029053,0.8796698451042175,0.5186800956726074,0.8132057785987854,0.9788510799407959,0.973965048789978,0.9859143495559692,0.9842991828918457,0.9960744380950928
3,0.9937244057655334,0.9997900128364563,0.9988364577293396,0.9959641695022583,0.9989413619041443,0.9400866031646729,0.9496750831604004,0.9968035221099854,0.9803171157836914,0.999521017074585,0.9930608868598938,0.9859831929206848,0.9983389377593994,0.9879493713378906,0.9858869910240173,0.9978819489479065,0.9454247355461121,0.9956851005554199,0.9618116021156311,0.7154419422149658,0.9417170286178589,0.9865869879722595,0.9927046895027161,0.9982293248176575,0.9982984662055969,0.9993841648101807
4,0.8597378730773926,0.9760624766349792,0.9430136680603027,0.8753643035888672,0.9708608984947205,0.6092661619186401,0.6942492127418518,0.8218958973884583,0.40500450134277344,0.9741508960723877,0.7913711667060852,0.7329265475273132,0.9239720106124878,0.47224855422973633,0.8766958117485046,0.8710688948631287,0.6888917684555054,0.7933425903320312,0.723567545413971,0.527720034122467,0.6040838360786438,0.8728666305541992,0.8327394723892212,0.8390450477600098,0.8489596247673035,0.9636544585227966
5,0.948752224445343,0.9974339604377747,0.9824594259262085,0.9755071997642517,0.9946162104606628,0.6871528625488281,0.7654718160629272,0.9586293697357178,0.8446861505508423,0.997160792350769,0.9428681135177612,0.8691031336784363,0.9900434017181396,0.8652387261390686,0.9433671236038208,0.9678421020507812,0.8518005013465881,0.9619973301887512,0.8028532862663269,0.3267294466495514,0.46280136704444885,0.9444570541381836,0.9252409338951111,0.969261109828949,0.9805888533592224,0.9907177090644836
6,0.9684937000274658,0.9983116388320923,0.9961978793144226,0.977666437625885,0.9968059062957764,0.7914550304412842,0.8763704299926758,0.9750683903694153,0.8939010500907898,0.9982531666755676,0.9326132535934448,0.9340227842330933,0.9850858449935913,0.9319800734519958,0.9679557085037231,0.9927064776420593,0.832005500793457,0.9568613171577454,0.9043723344802856,0.45887622237205505,0.7806455492973328,0.9696288108825684,0.9743973016738892,0.9893827438354492,0.9854281544685364,0.9962577819824219
7,0.9915931224822998,0.9992043375968933,0.9888972640037537,0.9950594902038574,0.9905508756637573,0.7454947233200073,0.6879128813743591,0.9902172684669495,0.9637784361839294,0.9977827668190002,0.9901508092880249,0.9768005609512329,0.9976181387901306,0.9433739185333252,0.9778433442115784,0.9744045734405518,0.8568224310874939,0.9926464557647705,0.9414290189743042,0.19715780019760132,0.7181049585342407,0.9778473377227783,0.9806684851646423,0.9895039796829224,0.9894770383834839,0.9978074431419373
8,0.9797077178955078,0.9989619255065918,0.9891452789306641,0.9876909255981445,0.9953776597976685,0.8603428602218628,0.8644939064979553,0.9861419796943665,0.929544985294342,0.998485267162323,0.9770282506942749,0.9514197707176208,0.9956603646278381,0.942155659198761,0.9710460901260376,0.9911807179450989,0.8898780345916748,0.986992597579956,0.8927236199378967,0.2228122353553772,0.8148648142814636,0.9711483120918274,0.9608723521232605,0.9907488226890564,0.9937887787818909,0.9972008466720581
9,0.9888100028038025,0.9997089505195618,0.9973758459091187,0.9913477301597595,0.9979301691055298,0.9526054263114929,0.9401357769966125,0.9952104687690735,0.9611362814903259,0.99959796667099,0.9873484373092651,0.9693806171417236,0.9979673027992249,0.9798256754875183,0.9773754477500916,0.9979894161224365,0.9246151447296143,0.9943341016769409,0.9497965574264526,0.6250714063644409,0.9193542003631592,0.9835336804389954,0.991168737411499,0.9970160722732544,0.9979732632637024,0.9988962411880493
10,0.9998501539230347,0.9999945163726807,0.999932050704956,0.9998859167098999,0.9999313354492188,0.9974722266197205,0.9973669648170471,0.9999451637268066,0.9991227984428406,0.9999828338623047,0.9997918009757996,0.9994563460350037,0.999937891960144,0.9996042847633362,0.999380350112915,0.9999679327011108,0.9957789182662964,0.9998527765274048,0.998322069644928,0.9705826640129089,0.9954186677932739,0.9995823502540588,0.9998098015785217,0.9999532699584961,0.9999494552612305,0.9999854564666748
11,0.7873733043670654,0.9588710069656372,0.8636736869812012,0.8996388912200928,0.9254299402236938,0.6017374992370605,0.5630773901939392,0.7963834404945374,0.3891559839248657,0.9222898483276367,0.6881792545318604,0.675248920917511,0.8948559761047363,0.45593899488449097,0.7713586688041687,0.7718034386634827,0.5041642785072327,0.6677336096763611,0.6782252192497253,0.47010931372642517,0.6092661619186401,0.7632114291191101,0.7803374528884888,0.8259910941123962,0.6786467432975769,0.9320734739303589
12,0.9991377592086792,0.999969482421875,0.9995455145835876,0.9996830224990845,0.9997187256813049,0.9928937554359436,0.9858421683311462,0.9997259974479675,0.9964597821235657,0.9999333620071411,0.9988752007484436,0.9973887801170349,0.999840497970581,0.9975640773773193,0.9979270696640015,0.9997794032096863,0.9920532703399658,0.9995532631874084,0.9939224123954773,0.9193792939186096,0.9864060282707214,0.9981541037559509,0.9990158081054688,0.9997313618659973,0.9997262358665466,0.9999054670333862
13,0.9737612009048462,0.9990432858467102,0.9970793724060059,0.9758079051971436,0.9985353946685791,0.9376029372215271,0.9428053498268127,0.9835999011993408,0.922176718711853,0.9987509250640869,0.9480464458465576,0.9300325512886047,0.9908422231674194,0.96314936876297,0.9648106694221497,0.997670590877533,0.883020281791687,0.9762478470802307,0.91347736120224,0.6092661619186401,0.8751533031463623,0.9689366817474365,0.9871254563331604,0.9951310157775879,0.99641352891922,0.998729407787323
